id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period
3973,,2015-10-16,"2,024.37","2,033.54","2,020.46","2,033.11","2,033.11","3,595,430,000"
3974,,2015-10-19,"2,031.73","2,034.45","2,022.31","2,033.66","2,033.66","3,287,320,000"
3975,,2015-10-20,"2,033.13","2,039.12","2,026.61","2,030.77","2,030.77","3,331,500,000"
3976,,2015-10-21,"2,033.47","2,037.97","2,017.22","2,018.94","2,018.94","3,627,790,000"
3977,,2015-10-22,"2,021.88","2,055.20","2,021.88","2,052.51","2,052.51","4,430,850,000"
3978,,2015-10-23,"2,058.19","2,079.74","2,058.19","2,075.15","2,075.15","4,108,460,000"
3979,,2015-10-26,"2,075.08","2,075.14","2,066.53","2,071.18","2,071.18","3,385,800,000"
3980,,2015-10-27,"2,068.75","2,070.37","2,058.84","2,065.89","2,065.89","4,216,880,000"
3981,,2015-10-28,"2,066.48","2,090.35","2,063.11","2,090.35","2,090.35","4,698,110,000"
3982,,2015-10-29,"2,088.35","2,092.52","2,082.63","2,089.41","2,089.41","4,008,940,000"
3983,,2015-10-30,"2,090.00","2,094.32","2,079.34","2,079.36","2,079.36","4,256,200,000"
3984,,2015-11-02,"2,080.76","2,106.20","2,080.76","2,104.05","2,104.05","3,760,020,000"
3985,,2015-11-03,"2,102.63","2,116.48","2,097.51","2,109.79","2,109.79","4,272,060,000"
3986,,2015-11-04,"2,110.60","2,114.59","2,096.98","2,102.31","2,102.31","4,078,870,000"
3987,,2015-11-05,"2,101.68","2,108.78","2,090.41","2,099.93","2,099.93","4,051,890,000"
3988,,2015-11-06,"2,098.60","2,101.91","2,083.74","2,099.20","2,099.20","4,369,020,000"
3989,,2015-11-09,"2,096.56","2,096.56","2,068.24","2,078.58","2,078.58","3,882,350,000"
3990,,2015-11-10,"2,077.19","2,083.67","2,069.91","2,081.72","2,081.72","3,821,440,000"
3991,,2015-11-11,"2,083.41","2,086.94","2,074.85","2,075.00","2,075.00","3,692,410,000"
3992,,2015-11-12,"2,072.29","2,072.29","2,045.66","2,045.97","2,045.97","4,016,370,000"
3993,,2015-11-13,"2,044.64","2,044.64","2,022.02","2,023.04","2,023.04","4,278,750,000"
3994,,2015-11-16,"2,022.08","2,053.22","2,019.39","2,053.19","2,053.19","3,741,240,000"
3995,,2015-11-17,"2,053.67","2,066.69","2,045.90","2,050.44","2,050.44","4,427,350,000"
3996,,2015-11-18,"2,051.99","2,085.31","2,051.99","2,083.58","2,083.58","3,926,390,000"
3997,,2015-11-19,"2,083.70","2,086.74","2,078.76","2,081.24","2,081.24","3,628,110,000"
3998,,2015-11-20,"2,082.82","2,097.06","2,082.82","2,089.17","2,089.17","3,929,600,000"
3999,,2015-11-23,"2,089.41","2,095.61","2,081.39","2,086.59","2,086.59","3,587,980,000"
4000,,2015-11-24,"2,084.42","2,094.12","2,070.29","2,089.14","2,089.14","3,884,930,000"
4001,,2015-11-25,"2,089.30","2,093.00","2,086.30","2,088.87","2,088.87","2,852,940,000"
4002,,2015-11-27,"2,088.82","2,093.29","2,084.13","2,090.11","2,090.11","1,466,840,000"
4003,,2015-11-30,"2,090.95","2,093.81","2,080.41","2,080.41","2,080.41","4,275,030,000"
4004,,2015-12-01,"2,082.93","2,103.37","2,082.93","2,102.63","2,102.63","3,712,120,000"
4005,,2015-12-02,"2,101.71","2,104.27","2,077.11","2,079.51","2,079.51","3,950,640,000"
4006,,2015-12-03,"2,080.71","2,085.00","2,042.35","2,049.62","2,049.62","4,306,490,000"
4007,,2015-12-04,"2,051.24","2,093.84","2,051.24","2,091.69","2,091.69","4,214,910,000"
4008,,2015-12-07,"2,090.42","2,090.42","2,066.78","2,077.07","2,077.07","4,043,820,000"
4009,,2015-12-08,"2,073.39","2,073.85","2,052.32","2,063.59","2,063.59","4,173,570,000"
4010,,2015-12-09,"2,061.17","2,080.33","2,036.53","2,047.62","2,047.62","4,385,250,000"
4011,,2015-12-10,"2,047.93","2,067.65","2,045.67","2,052.23","2,052.23","3,715,150,000"
4012,,2015-12-11,"2,047.27","2,047.27","2,008.80","2,012.37","2,012.37","4,301,060,000"
4013,,2015-12-14,"2,013.37","2,022.92","1,993.26","2,021.94","2,021.94","4,612,440,000"
4014,,2015-12-15,"2,025.55","2,053.87","2,025.55","2,043.41","2,043.41","4,353,540,000"
4015,,2015-12-16,"2,046.50","2,076.72","2,042.43","2,073.07","2,073.07","4,635,450,000"
4016,,2015-12-17,"2,073.76","2,076.37","2,041.66","2,041.89","2,041.89","4,327,390,000"
4017,,2015-12-18,"2,040.81","2,040.81","2,005.33","2,005.55","2,005.55","6,683,070,000"
4018,,2015-12-21,"2,010.27","2,022.90","2,005.93","2,021.15","2,021.15","3,760,280,000"
4019,,2015-12-22,"2,023.15","2,042.74","2,020.49","2,038.97","2,038.97","3,520,860,000"
4020,,2015-12-23,"2,042.20","2,064.73","2,042.20","2,064.29","2,064.29","3,484,090,000"
4021,,2015-12-24,"2,063.52","2,067.36","2,058.73","2,060.99","2,060.99","1,411,860,000"
4022,,2015-12-28,"2,057.77","2,057.77","2,044.20","2,056.50","2,056.50","2,492,510,000"
4023,,2015-12-29,"2,060.54","2,081.56","2,060.54","2,078.36","2,078.36","2,542,000,000"
4024,,2015-12-30,"2,077.34","2,077.34","2,061.97","2,063.36","2,063.36","2,367,430,000"
4025,,2015-12-31,"2,060.59","2,062.54","2,043.62","2,043.94","2,043.94","2,655,330,000"
4026,,2016-01-04,"2,038.20","2,038.20","1,989.68","2,012.66","2,012.66","4,304,880,000"
4027,,2016-01-05,"2,013.78","2,021.94","2,004.17","2,016.71","2,016.71","3,706,620,000"
4028,,2016-01-06,"2,011.71","2,011.71","1,979.05","1,990.26","1,990.26","4,336,660,000"
4029,,2016-01-07,"1,985.32","1,985.32","1,938.83","1,943.09","1,943.09","5,076,590,000"
4030,,2016-01-08,"1,945.97","1,960.40","1,918.46","1,922.03","1,922.03","4,664,940,000"
4031,,2016-01-11,"1,926.12","1,935.65","1,901.10","1,923.67","1,923.67","4,607,290,000"
4032,,2016-01-12,"1,927.83","1,947.38","1,914.35","1,938.68","1,938.68","4,887,260,000"
4033,,2016-01-13,"1,940.34","1,950.33","1,886.41","1,890.28","1,890.28","5,087,030,000"
4034,,2016-01-14,"1,891.68","1,934.47","1,878.93","1,921.84","1,921.84","5,241,110,000"
4035,,2016-01-15,"1,916.68","1,916.68","1,857.83","1,880.33","1,880.33","5,468,460,000"
4036,,2016-01-19,"1,888.66","1,901.44","1,864.60","1,881.33","1,881.33","4,928,350,000"
4037,,2016-01-20,"1,876.18","1,876.18","1,812.29","1,859.33","1,859.33","6,416,070,000"
4038,,2016-01-21,"1,861.46","1,889.85","1,848.98","1,868.99","1,868.99","5,078,810,000"
4039,,2016-01-22,"1,877.40","1,908.85","1,877.40","1,906.90","1,906.90","4,901,760,000"
4040,,2016-01-25,"1,906.28","1,906.28","1,875.97","1,877.08","1,877.08","4,401,380,000"
4041,,2016-01-26,"1,878.79","1,906.73","1,878.79","1,903.63","1,903.63","4,357,940,000"
4042,,2016-01-27,"1,902.52","1,916.99","1,872.70","1,882.95","1,882.95","4,754,040,000"
4043,,2016-01-28,"1,885.22","1,902.96","1,873.65","1,893.36","1,893.36","4,693,010,000"
4044,,2016-01-29,"1,894.00","1,940.24","1,894.00","1,940.24","1,940.24","5,497,570,000"
4045,,2016-02-01,"1,936.94","1,947.20","1,920.30","1,939.38","1,939.38","4,322,530,000"
4046,,2016-02-02,"1,935.26","1,935.26","1,897.29","1,903.03","1,903.03","4,463,190,000"
4047,,2016-02-03,"1,907.07","1,918.01","1,872.23","1,912.53","1,912.53","5,172,950,000"
4048,,2016-02-04,"1,911.67","1,927.35","1,900.52","1,915.45","1,915.45","5,193,320,000"
4049,,2016-02-05,"1,913.07","1,913.07","1,872.65","1,880.05","1,880.05","4,929,940,000"
4050,,2016-02-08,"1,873.25","1,873.25","1,828.46","1,853.44","1,853.44","5,636,460,000"
4051,,2016-02-09,"1,848.46","1,868.25","1,834.94","1,852.21","1,852.21","5,183,220,000"
4052,,2016-02-10,"1,857.10","1,881.60","1,850.32","1,851.86","1,851.86","4,471,170,000"
4053,,2016-02-11,"1,847.00","1,847.00","1,810.10","1,829.08","1,829.08","5,500,800,000"
4054,,2016-02-12,"1,833.40","1,864.78","1,833.40","1,864.78","1,864.78","4,696,920,000"
4055,,2016-02-16,"1,871.44","1,895.77","1,871.44","1,895.58","1,895.58","4,570,670,000"
4056,,2016-02-17,"1,898.80","1,930.68","1,898.80","1,926.82","1,926.82","5,011,540,000"
4057,,2016-02-18,"1,927.57","1,930.00","1,915.09","1,917.83","1,917.83","4,436,490,000"
4058,,2016-02-19,"1,916.74","1,918.78","1,902.17","1,917.78","1,917.78","4,142,850,000"
4059,,2016-02-22,"1,924.44","1,946.70","1,924.44","1,945.50","1,945.50","4,054,710,000"
4060,,2016-02-23,"1,942.38","1,942.38","1,919.44","1,921.27","1,921.27","3,890,650,000"
4061,,2016-02-24,"1,917.56","1,932.08","1,891.00","1,929.80","1,929.80","4,317,250,000"
4062,,2016-02-25,"1,931.87","1,951.83","1,925.41","1,951.70","1,951.70","4,118,210,000"
4063,,2016-02-26,"1,954.95","1,962.96","1,945.78","1,948.05","1,948.05","4,348,510,000"
4064,,2016-02-29,"1,947.13","1,958.27","1,931.81","1,932.23","1,932.23","4,588,180,000"
4065,,2016-03-01,"1,937.09","1,978.35","1,937.09","1,978.35","1,978.35","4,819,750,000"
4066,,2016-03-02,"1,976.60","1,986.51","1,968.80","1,986.45","1,986.45","4,666,610,000"
4067,,2016-03-03,"1,985.60","1,993.69","1,977.37","1,993.40","1,993.40","5,081,700,000"
4068,,2016-03-04,"1,994.01","2,009.13","1,986.77","1,999.99","1,999.99","6,049,930,000"
4069,,2016-03-07,"1,996.11","2,006.12","1,989.38","2,001.76","2,001.76","4,968,180,000"
4070,,2016-03-08,"1,996.88","1,996.88","1,977.43","1,979.26","1,979.26","4,641,650,000"
4071,,2016-03-09,"1,981.44","1,992.69","1,979.84","1,989.26","1,989.26","4,038,120,000"
4072,,2016-03-10,"1,990.97","2,005.08","1,969.25","1,989.57","1,989.57","4,376,790,000"
4073,,2016-03-11,"1,994.71","2,022.37","1,994.71","2,022.19","2,022.19","4,078,620,000"
4074,,2016-03-14,"2,019.27","2,024.57","2,012.05","2,019.64","2,019.64","3,487,850,000"
4075,,2016-03-15,"2,015.27","2,015.94","2,005.23","2,015.93","2,015.93","3,560,280,000"
4076,,2016-03-16,"2,014.24","2,032.02","2,010.04","2,027.22","2,027.22","4,057,020,000"
4077,,2016-03-17,"2,026.90","2,046.24","2,022.16","2,040.59","2,040.59","4,530,480,000"
4078,,2016-03-18,"2,041.16","2,052.36","2,041.16","2,049.58","2,049.58","6,503,140,000"
4079,,2016-03-21,"2,047.88","2,053.91","2,043.14","2,051.60","2,051.60","3,376,600,000"
4080,,2016-03-22,"2,048.64","2,056.60","2,040.57","2,049.80","2,049.80","3,418,460,000"
4081,,2016-03-23,"2,048.55","2,048.55","2,034.86","2,036.71","2,036.71","3,639,510,000"
4082,,2016-03-24,"2,032.48","2,036.04","2,022.49","2,035.94","2,035.94","3,407,720,000"
4083,,2016-03-28,"2,037.89","2,042.67","2,031.96","2,037.05","2,037.05","2,809,090,000"
4084,,2016-03-29,"2,035.75","2,055.91","2,028.31","2,055.01","2,055.01","3,822,330,000"
4085,,2016-03-30,"2,058.27","2,072.21","2,058.27","2,063.95","2,063.95","3,590,310,000"
4086,,2016-03-31,"2,063.77","2,067.92","2,057.46","2,059.74","2,059.74","3,715,280,000"
4087,,2016-04-01,"2,056.62","2,075.07","2,043.98","2,072.78","2,072.78","3,749,990,000"
4088,,2016-04-04,"2,073.19","2,074.02","2,062.57","2,066.13","2,066.13","3,485,710,000"
4089,,2016-04-05,"2,062.50","2,062.50","2,042.56","2,045.17","2,045.17","4,154,920,000"
4090,,2016-04-06,"2,045.56","2,067.33","2,043.09","2,066.66","2,066.66","3,750,800,000"
4091,,2016-04-07,"2,063.01","2,063.01","2,033.80","2,041.91","2,041.91","3,801,250,000"
4092,,2016-04-08,"2,045.54","2,060.63","2,041.69","2,047.60","2,047.60","3,359,530,000"
4093,,2016-04-11,"2,050.23","2,062.93","2,041.88","2,041.99","2,041.99","3,567,840,000"
4094,,2016-04-12,"2,043.72","2,065.05","2,039.74","2,061.72","2,061.72","4,239,740,000"
4095,,2016-04-13,"2,065.92","2,083.18","2,065.92","2,082.42","2,082.42","4,191,830,000"
4096,,2016-04-14,"2,082.89","2,087.84","2,078.13","2,082.78","2,082.78","3,765,870,000"
4097,,2016-04-15,"2,083.10","2,083.22","2,076.31","2,080.73","2,080.73","3,701,450,000"
4098,,2016-04-18,"2,078.83","2,094.66","2,073.65","2,094.34","2,094.34","3,316,880,000"
4099,,2016-04-19,"2,096.05","2,104.05","2,091.68","2,100.80","2,100.80","3,896,830,000"
4100,,2016-04-20,"2,101.52","2,111.05","2,096.32","2,102.40","2,102.40","4,184,880,000"
4101,,2016-04-21,"2,102.09","2,103.78","2,088.52","2,091.48","2,091.48","4,175,290,000"
4102,,2016-04-22,"2,091.49","2,094.32","2,081.20","2,091.58","2,091.58","3,790,580,000"
4103,,2016-04-25,"2,089.37","2,089.37","2,077.52","2,087.79","2,087.79","3,319,740,000"
4104,,2016-04-26,"2,089.84","2,096.87","2,085.80","2,091.70","2,091.70","3,557,190,000"
4105,,2016-04-27,"2,092.33","2,099.89","2,082.31","2,095.15","2,095.15","4,100,110,000"
4106,,2016-04-28,"2,090.93","2,099.30","2,071.62","2,075.81","2,075.81","4,309,840,000"
4107,,2016-04-29,"2,071.82","2,073.85","2,052.28","2,065.30","2,065.30","4,704,720,000"
4108,,2016-05-02,"2,067.17","2,083.42","2,066.11","2,081.43","2,081.43","3,841,110,000"
4109,,2016-05-03,"2,077.18","2,077.18","2,054.89","2,063.37","2,063.37","4,173,390,000"
4110,,2016-05-04,"2,060.30","2,060.30","2,045.55","2,051.12","2,051.12","4,058,560,000"
4111,,2016-05-05,"2,052.95","2,060.23","2,045.77","2,050.63","2,050.63","4,008,530,000"
4112,,2016-05-06,"2,047.77","2,057.72","2,039.45","2,057.14","2,057.14","3,796,350,000"
4113,,2016-05-09,"2,057.55","2,064.15","2,054.31","2,058.69","2,058.69","3,788,620,000"
4114,,2016-05-10,"2,062.63","2,084.87","2,062.63","2,084.39","2,084.39","3,600,200,000"
4115,,2016-05-11,"2,083.29","2,083.29","2,064.46","2,064.46","2,064.46","3,821,980,000"
4116,,2016-05-12,"2,067.17","2,073.99","2,053.13","2,064.11","2,064.11","3,782,390,000"
4117,,2016-05-13,"2,062.50","2,066.79","2,043.13","2,046.61","2,046.61","3,579,880,000"
4118,,2016-05-16,"2,046.53","2,071.88","2,046.53","2,066.66","2,066.66","3,501,360,000"
4119,,2016-05-17,"2,065.04","2,065.69","2,040.82","2,047.21","2,047.21","4,108,960,000"
4120,,2016-05-18,"2,044.38","2,060.61","2,034.49","2,047.63","2,047.63","4,101,320,000"
4121,,2016-05-19,"2,044.21","2,044.21","2,025.91","2,040.04","2,040.04","3,846,770,000"
4122,,2016-05-20,"2,041.88","2,058.35","2,041.88","2,052.32","2,052.32","3,507,650,000"
4123,,2016-05-23,"2,052.23","2,055.58","2,047.26","2,048.04","2,048.04","3,055,480,000"
4124,,2016-05-24,"2,052.65","2,079.67","2,052.65","2,076.06","2,076.06","3,627,340,000"
4125,,2016-05-25,"2,078.93","2,094.73","2,078.93","2,090.54","2,090.54","3,859,160,000"
4126,,2016-05-26,"2,091.44","2,094.30","2,087.08","2,090.10","2,090.10","3,230,990,000"
4127,,2016-05-27,"2,090.06","2,099.06","2,090.06","2,099.06","2,099.06","3,079,150,000"
4128,,2016-05-31,"2,100.13","2,103.48","2,088.66","2,096.95","2,096.95","4,514,410,000"
4129,,2016-06-01,"2,093.94","2,100.97","2,085.10","2,099.33","2,099.33","3,525,170,000"
4130,,2016-06-02,"2,097.71","2,105.26","2,088.59","2,105.26","2,105.26","3,632,720,000"
4131,,2016-06-03,"2,104.07","2,104.07","2,085.36","2,099.13","2,099.13","3,627,780,000"
4132,,2016-06-06,"2,100.83","2,113.36","2,100.83","2,109.41","2,109.41","3,442,020,000"
4133,,2016-06-07,"2,110.18","2,119.22","2,110.18","2,112.13","2,112.13","3,534,730,000"
4134,,2016-06-08,"2,112.71","2,120.55","2,112.71","2,119.12","2,119.12","3,562,060,000"
4135,,2016-06-09,"2,115.65","2,117.64","2,107.73","2,115.48","2,115.48","3,290,320,000"
4136,,2016-06-10,"2,109.57","2,109.57","2,089.96","2,096.07","2,096.07","3,515,010,000"
4137,,2016-06-13,"2,091.75","2,098.12","2,078.46","2,079.06","2,079.06","3,392,030,000"
4138,,2016-06-14,"2,076.65","2,081.30","2,064.10","2,075.32","2,075.32","3,759,770,000"
4139,,2016-06-15,"2,077.60","2,085.65","2,069.80","2,071.50","2,071.50","3,544,720,000"
4140,,2016-06-16,"2,066.36","2,079.62","2,050.37","2,077.99","2,077.99","3,628,280,000"
4141,,2016-06-17,"2,078.20","2,078.20","2,062.84","2,071.22","2,071.22","4,952,630,000"
4142,,2016-06-20,"2,075.58","2,100.66","2,075.58","2,083.25","2,083.25","3,467,440,000"
4143,,2016-06-21,"2,085.19","2,093.66","2,083.02","2,088.90","2,088.90","3,232,880,000"
4144,,2016-06-22,"2,089.75","2,099.71","2,084.36","2,085.45","2,085.45","3,168,160,000"
4145,,2016-06-23,"2,092.80","2,113.32","2,092.80","2,113.32","2,113.32","3,297,940,000"
4146,,2016-06-24,"2,103.81","2,103.81","2,032.57","2,037.41","2,037.41","7,597,450,000"
4147,,2016-06-27,"2,031.45","2,031.45","1,991.68","2,000.54","2,000.54","5,431,220,000"
4148,,2016-06-28,"2,006.67","2,036.09","2,006.67","2,036.09","2,036.09","4,385,810,000"
4149,,2016-06-29,"2,042.69","2,073.13","2,042.69","2,070.77","2,070.77","4,241,740,000"
4150,,2016-06-30,"2,073.17","2,098.94","2,070.00","2,098.86","2,098.86","4,622,820,000"
4151,,2016-07-01,"2,099.34","2,108.71","2,097.90","2,102.95","2,102.95","3,458,890,000"
4152,,2016-07-05,"2,095.05","2,095.05","2,080.86","2,088.55","2,088.55","3,658,380,000"
4153,,2016-07-06,"2,084.43","2,100.72","2,074.02","2,099.73","2,099.73","3,909,380,000"
4154,,2016-07-07,"2,100.42","2,109.08","2,089.39","2,097.90","2,097.90","3,604,550,000"
4155,,2016-07-08,"2,106.97","2,131.71","2,106.97","2,129.90","2,129.90","3,607,500,000"
4156,,2016-07-11,"2,131.72","2,143.16","2,131.72","2,137.16","2,137.16","3,253,340,000"
4157,,2016-07-12,"2,139.50","2,155.40","2,139.50","2,152.14","2,152.14","4,097,820,000"
4158,,2016-07-13,"2,153.81","2,156.45","2,146.21","2,152.43","2,152.43","3,502,320,000"
4159,,2016-07-14,"2,157.88","2,168.99","2,157.88","2,163.75","2,163.75","3,465,610,000"
4160,,2016-07-15,"2,165.13","2,169.05","2,155.79","2,161.74","2,161.74","3,122,600,000"
4161,,2016-07-18,"2,162.04","2,168.35","2,159.63","2,166.89","2,166.89","3,009,310,000"
4162,,2016-07-19,"2,163.79","2,164.63","2,159.01","2,163.78","2,163.78","2,968,340,000"
4163,,2016-07-20,"2,166.10","2,175.63","2,164.89","2,173.02","2,173.02","3,211,860,000"
4164,,2016-07-21,"2,172.91","2,174.56","2,159.75","2,165.17","2,165.17","3,438,900,000"
4165,,2016-07-22,"2,166.47","2,175.11","2,163.24","2,175.03","2,175.03","3,023,280,000"
4166,,2016-07-25,"2,173.71","2,173.71","2,161.95","2,168.48","2,168.48","3,057,240,000"
4167,,2016-07-26,"2,168.97","2,173.54","2,160.18","2,169.18","2,169.18","3,442,350,000"
4168,,2016-07-27,"2,169.81","2,174.98","2,159.07","2,166.58","2,166.58","3,995,500,000"
4169,,2016-07-28,"2,166.05","2,172.85","2,159.74","2,170.06","2,170.06","3,664,240,000"
4170,,2016-07-29,"2,168.83","2,177.09","2,163.49","2,173.60","2,173.60","4,038,840,000"
4171,,2016-08-01,"2,173.15","2,178.29","2,166.21","2,170.84","2,170.84","3,505,990,000"
4172,,2016-08-02,"2,169.94","2,170.20","2,147.58","2,157.03","2,157.03","3,848,750,000"
4173,,2016-08-03,"2,156.81","2,163.79","2,152.56","2,163.79","2,163.79","3,786,530,000"
4174,,2016-08-04,"2,163.51","2,168.19","2,159.07","2,164.25","2,164.25","3,709,200,000"
4175,,2016-08-05,"2,168.79","2,182.87","2,168.79","2,182.87","2,182.87","3,663,070,000"
4176,,2016-08-08,"2,183.76","2,185.44","2,177.85","2,180.89","2,180.89","3,327,550,000"
4177,,2016-08-09,"2,182.24","2,187.66","2,178.61","2,181.74","2,181.74","3,334,300,000"
4178,,2016-08-10,"2,182.81","2,183.41","2,172.00","2,175.49","2,175.49","3,254,950,000"
4179,,2016-08-11,"2,177.97","2,188.45","2,177.97","2,185.79","2,185.79","3,423,160,000"
4180,,2016-08-12,"2,183.74","2,186.28","2,179.42","2,184.05","2,184.05","3,000,660,000"
4181,,2016-08-15,"2,186.08","2,193.81","2,186.08","2,190.15","2,190.15","3,078,530,000"
4182,,2016-08-16,"2,186.24","2,186.24","2,178.14","2,178.15","2,178.15","3,196,400,000"
4183,,2016-08-17,"2,177.84","2,183.08","2,168.50","2,182.22","2,182.22","3,388,910,000"
4184,,2016-08-18,"2,181.90","2,187.03","2,180.46","2,187.02","2,187.02","3,300,570,000"
4185,,2016-08-19,"2,184.24","2,185.00","2,175.13","2,183.87","2,183.87","3,084,800,000"
4186,,2016-08-22,"2,181.58","2,185.15","2,175.96","2,182.64","2,182.64","2,777,550,000"
4187,,2016-08-23,"2,187.81","2,193.42","2,186.80","2,186.90","2,186.90","3,041,490,000"
4188,,2016-08-24,"2,185.09","2,186.66","2,171.25","2,175.44","2,175.44","3,148,280,000"
4189,,2016-08-25,"2,173.29","2,179.00","2,169.74","2,172.47","2,172.47","2,969,310,000"
4190,,2016-08-26,"2,175.10","2,187.94","2,160.39","2,169.04","2,169.04","3,342,340,000"
4191,,2016-08-29,"2,170.19","2,183.48","2,170.19","2,180.38","2,180.38","2,654,780,000"
4192,,2016-08-30,"2,179.45","2,182.27","2,170.41","2,176.12","2,176.12","3,006,800,000"
4193,,2016-08-31,"2,173.56","2,173.79","2,161.35","2,170.95","2,170.95","3,766,390,000"
4194,,2016-09-01,"2,171.33","2,173.56","2,157.09","2,170.86","2,170.86","3,392,120,000"
4195,,2016-09-02,"2,177.49","2,184.87","2,173.59","2,179.98","2,179.98","3,091,120,000"
4196,,2016-09-06,"2,181.61","2,186.57","2,175.10","2,186.48","2,186.48","3,447,650,000"
4197,,2016-09-07,"2,185.17","2,187.87","2,179.07","2,186.16","2,186.16","3,319,420,000"
4198,,2016-09-08,"2,182.76","2,184.94","2,177.49","2,181.30","2,181.30","3,727,840,000"
4199,,2016-09-09,"2,169.08","2,169.08","2,127.81","2,127.81","2,127.81","4,233,960,000"
4200,,2016-09-12,"2,120.86","2,163.30","2,119.12","2,159.04","2,159.04","4,010,480,000"
4201,,2016-09-13,"2,150.47","2,150.47","2,120.27","2,127.02","2,127.02","4,141,670,000"
4202,,2016-09-14,"2,127.86","2,141.33","2,119.90","2,125.77","2,125.77","3,664,100,000"
4203,,2016-09-15,"2,125.36","2,151.31","2,122.36","2,147.26","2,147.26","3,373,720,000"
4204,,2016-09-16,"2,146.48","2,146.48","2,131.20","2,139.16","2,139.16","5,014,360,000"
4205,,2016-09-19,"2,143.99","2,153.61","2,135.91","2,139.12","2,139.12","3,163,000,000"
4206,,2016-09-20,"2,145.94","2,150.80","2,139.17","2,139.76","2,139.76","3,140,730,000"
4207,,2016-09-21,"2,144.58","2,165.11","2,139.57","2,163.12","2,163.12","3,712,090,000"
4208,,2016-09-22,"2,170.94","2,179.99","2,170.94","2,177.18","2,177.18","3,552,830,000"
4209,,2016-09-23,"2,173.29","2,173.75","2,163.97","2,164.69","2,164.69","3,317,190,000"
4210,,2016-09-26,"2,158.54","2,158.54","2,145.04","2,146.10","2,146.10","3,216,170,000"
4211,,2016-09-27,"2,146.04","2,161.13","2,141.55","2,159.93","2,159.93","3,437,770,000"
4212,,2016-09-28,"2,161.85","2,172.40","2,151.79","2,171.37","2,171.37","3,891,460,000"
4213,,2016-09-29,"2,168.90","2,172.67","2,145.20","2,151.13","2,151.13","4,249,220,000"
4214,,2016-09-30,"2,156.51","2,175.30","2,156.51","2,168.27","2,168.27","4,173,340,000"
4215,,2016-10-03,"2,164.33","2,164.41","2,154.77","2,161.20","2,161.20","3,137,550,000"
4216,,2016-10-04,"2,163.37","2,165.46","2,144.01","2,150.49","2,150.49","3,750,890,000"
4217,,2016-10-05,"2,155.15","2,163.95","2,155.15","2,159.73","2,159.73","3,906,550,000"
4218,,2016-10-06,"2,158.22","2,162.93","2,150.28","2,160.77","2,160.77","3,461,550,000"
4219,,2016-10-07,"2,164.19","2,165.86","2,144.85","2,153.74","2,153.74","3,619,890,000"
4220,,2016-10-10,"2,160.39","2,169.60","2,160.39","2,163.66","2,163.66","2,916,550,000"
4221,,2016-10-11,"2,161.35","2,161.56","2,128.84","2,136.73","2,136.73","3,438,270,000"
4222,,2016-10-12,"2,137.67","2,145.36","2,132.77","2,139.18","2,139.18","2,977,100,000"
4223,,2016-10-13,"2,130.26","2,138.19","2,114.72","2,132.55","2,132.55","3,580,450,000"
4224,,2016-10-14,"2,139.68","2,149.19","2,132.98","2,132.98","2,132.98","3,228,150,000"
4225,,2016-10-17,"2,132.95","2,135.61","2,124.43","2,126.50","2,126.50","2,830,390,000"
4226,,2016-10-18,"2,138.31","2,144.38","2,135.49","2,139.60","2,139.60","3,170,000,000"
4227,,2016-10-19,"2,140.81","2,148.44","2,138.15","2,144.29","2,144.29","3,362,670,000"
4228,,2016-10-20,"2,142.51","2,147.18","2,133.44","2,141.34","2,141.34","3,337,170,000"
4229,,2016-10-21,"2,139.43","2,142.63","2,130.09","2,141.16","2,141.16","3,448,850,000"
4230,,2016-10-24,"2,148.50","2,154.79","2,146.91","2,151.33","2,151.33","3,357,320,000"
4231,,2016-10-25,"2,149.72","2,151.44","2,141.93","2,143.16","2,143.16","3,751,340,000"
4232,,2016-10-26,"2,136.97","2,145.73","2,131.59","2,139.43","2,139.43","3,775,200,000"
4233,,2016-10-27,"2,144.06","2,147.13","2,132.52","2,133.04","2,133.04","4,204,830,000"
4234,,2016-10-28,"2,132.23","2,140.72","2,119.36","2,126.41","2,126.41","4,019,510,000"
4235,,2016-10-31,"2,129.78","2,133.25","2,125.53","2,126.15","2,126.15","3,922,400,000"
4236,,2016-11-01,"2,128.68","2,131.45","2,097.85","2,111.72","2,111.72","4,532,160,000"
4237,,2016-11-02,"2,109.43","2,111.76","2,094.00","2,097.94","2,097.94","4,248,580,000"
4238,,2016-11-03,"2,098.80","2,102.56","2,085.23","2,088.66","2,088.66","3,886,740,000"
4239,,2016-11-04,"2,083.79","2,099.07","2,083.79","2,085.18","2,085.18","3,837,860,000"
4240,,2016-11-07,"2,100.59","2,132.00","2,100.59","2,131.52","2,131.52","3,736,060,000"
4241,,2016-11-08,"2,129.92","2,146.87","2,123.56","2,139.56","2,139.56","3,916,930,000"
4242,,2016-11-09,"2,131.56","2,170.10","2,125.35","2,163.26","2,163.26","6,264,150,000"
4243,,2016-11-10,"2,167.49","2,182.30","2,151.17","2,167.48","2,167.48","6,451,640,000"
4244,,2016-11-11,"2,162.71","2,165.92","2,152.49","2,164.45","2,164.45","4,988,050,000"
